# 2014/04/28 - 13:26
SP_PRIMARY,PDB
P0A7Z4,1bdf;1coo;1lb2;1xs9;3iyd;3k4g;3lu0;3n4m;3n97;4igc;4jk1;4jk2;4kmu;4kn4;4kn7
P0A800,3iyd;3lu0;4igc;4jk1;4jk2;4kmu;4kn4;4kn7
P0A805,1ek8;1ise;1y69;1zn0;1zn1;2rdo;4gas;4gd1
P0A809,1bdx;1c7y;1cuk;1d8l;1hjp
P0A814,1hjr
P0A817,1fug;1mxa;1mxb;1mxc;1p7l;1rg9;1xra;1xrb;1xrc
P0A823,4dap
P0A825,1dfo;1eqb;3g8m
P0A836,1cqi;1cqj;1jkj;1jll;1scu;2nu6;2nu7;2nu8;2nu9;2scu
P0A838,2nua
P0A850,1l1p;1oms;1p9y;1w26;1w2b;2vrh
P0A853,2c44;2v0y;2v1p
P0A855,1c5k;1crz;2hqs;2ivz;2w8b;3iax
P0A858,1tmh;1tre
P0A862,1qxh;3hvs;3hvv;3hvx;3i43;4af2
P0A870,1i2n;1i2o;1i2p;1i2q;1i2r;1onr;1ucw;3kof
P0A873,1p9p
P0A877,1v7y;1wq5;1xc4;1xcf
P0A879,2dh5;2dh6
P0A881,1co0;1jhg;1mi7;1rcs;1tro;1trr;1wrp;1wrs;1wrt;1zt9;2oz9;3ssw;3ssx;3wrp
P0A882,2xdi
P0A884,1aiq;1ajm;1an5;1aob;1axw;1bdu;1bid;1bjg;1bq1;1bq2;1ddu;1dna;1ev5;1ev8;1evf;1evg;1f4b;1f4c;1f4d;1f4e;1f4f;1f4g;1ffl;1fwm;1jg0;1jtq;1jtu;1jut;1kce;1kzi;1kzj;1nce;1qqq;1syn;1tdu;1tjs;1tlc;1tls;1trg;1tsd;1tsn;1tys;1zpr;2a9w;2bbq;2ftn;2fto;2ftq;2g8x;2kce;2tsc;2vet;2vf0;3b5b;3b9h;3bfi;3bgx;3bhl;3bhr;3tms;4f2v;4gev;4isk;4knz
P0A886,4lrr
P0A890,1dcj
P0A892,3lvj;3lvk
P0A898,1xm5
P0A8A0,1kon
P0A8B5,1pug
P0A8D6,1spv
P0A8F0,2ehj
P0A8F8,1e52;1qoj
P0A8G0,1kft
P0A8G6,2r96;2r97;2rg1;3b6i;3b6j;3b6k;3b6m;3zho
P0A8H8,1lv3
P0A8I1,1nmn;1nu0;1ovq
P0A8I5,3dxx;3dxy;3dxz
P0A8I8,1ns5
P0A8J4,1rwu
P0A8M3,1evk;1evl;1fyf;1kog;1qf6;1tje;1tke;1tkg;1tky;4hwo;4hwp;4hwr;4hws
P0A8N0,4d8j
P0A8N3,1bbu;1bbw;1krs;1krt
P0A8N5,1e1o;1e1t;1e22;1e24;1lyl
P0A8N7,3a5y;3a5z
P0A8P1,2cxa;2dps;2dpt;2z3k;2z3l;2z3m;2z3n;2z3o;2z3p
P0A8P3,1yhd
P0A8P8,1a0p
P0A8Q0,1kf6;1kfy;1l0v;2b76;3cir;3p4p;3p4q;3p4r;3p4s
P0A8Q3,1kf6;1kfy;1l0v;2b76;3cir;3p4p;3p4q;3p4r;3p4s;4kx6
P0A8Q6,1lzw;1mbu;1mbv;1mbx;1mg9;1r6o;1r6q;2w9r;2wa8;2wa9;3o1f;3o2b;3o2h;3o2o
P0A8R0,1q5x;2yjt;2yjv
P0A8S9,1g8e;2avu;4es4
P0A8T7,2auk;2lmc;3iyd;3lu0;4igc;4iqz;4jk1;4jk2;4kmu;4kn4;4kn7
P0A8U0,3ffv
P0A8U6,1cma;1cmb;1cmc;1mj2;1mjk;1mjl;1mjm;1mjo;1mjp;1mjq
P0A8V0,2cbn
P0A8V2,3iyd;3lti;3lu0;3t72;3tbi;4igc;4jk1;4jk2;4kmu;4kn4;4kn7
P0A8V6,1e2x;1h9g;1h9t;1hw1;1hw2
P0A8X2,1y0g
P0A8Y3,2b0c
P0A8Y5,1rkq
P0A8Y8,1vh9
P0A8Z3,1s5u
P0A901,1qwd;2aco;3mbt
P0A903,2lae;2laf;2yh5;2yh6;3sns;3tgo
P0A910,1bxw;1g90;1qjp;2ge4;2jmm;3nb3
P0A912,1oap;2hqs;2w8b
P0A915,2f1t;2f1v
P0A917,1orm;1q9f;1q9g;1qj8;1qj9;2m06;2m07
P0A921,1fw2;1fw3;1ild;1ilz;1im0;1qd5;1qd6
P0A927,1tlw;1tly;1tlz
P0A935,2ae0;2gae;2pi8;2pic;2pjj
P0A937,2km7;2kxx;2yh9
P0A940,2qcz;2qdf;2v9h;3efc;3q6b;4c4v;4n75
P0A953,1dd8;1ek4;1f91;1fj4;1fj8;1g5x;1h4f;2aq7;2aqb;2buh;2bui;2byw;2byx;2byy;2byz;2bz4;2cdh;2cf2;2vb7;2vb8;2vb9;2vba
P0A954,2bz3
P0A955,1eua;1eun;1fq0;1fwr;1wau;1wbh;2c0a
P0A962,2him;2p2d;2p2n
P0A964,2ho9
P0A988,1jqj;1jql;1mmi;1ok7;1unn;2pol;2xur;3bep;3d1e;3d1f;3d1g;3f1v;3pwe;3q4j;3q4k;3q4l;3qsb;4k3k;4k3l;4k3m;4k3o;4k3p;4k3q;4k3r;4k3s;4mjp;4mjq;4mjr;4n94;4n95;4n96;4n97;4n98;4n99;4n9a
P0A993,2gq1;2owz;2ox3;2q8m;2qvr
P0A998,1eum
P0A9A6,1f47
P0A9A9,2fu4
P0A9B2,1dc3;1dc4;1dc5;1dc6;1gad;1gae;1s7c;2vyn;2vyv
P0A9B6,2x5j;2x5k;2xf8
P0A9C9,1ni9;2r8t;3big;3bih;3d1r
P0A9D2,1a0f;1n2a
P0A9D4,1t3d
P0A9E0,1xja;2aac;2ara;2arc;2k9s
P0A9F2,2h09
P0A9G4,1q05;1q06;1q07
P0A9G6,1igw
P0A9G8,1b9m;1b9n;1h9r;1h9s;1o7l
P0A9H1,1mtl;1mug;1mwi;1mwj
P0A9H3,3n75;3q16
P0A9H9,1kmi
P0A9I5,2jsx;2pq4
P0A9I8,2jo6
P0A9J4,1ks9;1yjq;1yon;2ofp
P0A9J6,1gqt;1rk2;1rka;1rkd;1rks
P0A9J8,1ecm
P0A9K9,2k8i;2kfw
P0A9L5,1jns;1jnt
P0A9M0,1qzm;1rr9;1rre;2ane;3ljc
P0A9M2,1g9s;1g9t;1grv
P0A9M5,1a95;1a96;1a97;1a98;1nul
P0A9N4,3c8f;3cb8
P0A9P0,4jdr
P0A9P4,1cl0;1f6m;1tde;1tdf;1trb
P0A9Q1,1xhe;1xhf
P0A9Q5,2f9y
P0A9Q9,1brm;1gl3;1t4b;1t4d
P0A9R4,1i7h
P0A9S1,1rrm;2bi4;2bl4
P0A9S3,4a2c
P0A9T0,1psd;1sc6;1yba;2p9c;2p9e;2p9g;2pa3
P0A9T4,1lqa
P0A9T7,2eby
P0A9V1,4p31;4p32;4p33
P0A9W3,3j5s;4fin
P0A9W6,1ny8
P0A9W9,3tio;3tis
P0A9X9,1mjc;2bh8;3mef
P0A9Z1,1pil;2pii
P0AA04,1cm2;1cm3;1ggr;1hdn;1j6t;1opd;1pfh;1poh;1vrc;2jel;2lrk;2lrl;2xdf;3ccd;3eza;3ezb;3eze
P0AA10,1p85;1p86;1vs6;1vs8;1vt2;2aw4;2awb;2gya;2gyc;2i2t;2i2v;2j28;2qam;2qao;2qba;2qbc;2qbe;2qbg;2qbi;2qbk;2qov;2qox;2qoz;2qp1;2rdo;2wwq;2z4l;2z4n;3bbx;3e1b;3e1d;3fik;3i1n;3i1p;3i1r;3i1t;3i20;3i22;3iy9;3izt;3izu;3j01;3j0t;3j0w;3j0y;3j11;3j12;3j14;3j19;3j37;3j4x;3j50;3j51;3j52;3j54;3j56;3j58;3j5a;3j5c;3j5e;3j5g;3j5i;3j5k;3j5l;3j5o;3j5u;3j5w;3kcr;3oas;3oat;3ofc;3ofd;3ofq;3ofr;3ofz;3og0;3orb;3r8s;3r8t;3sgf;3uos;4gar;4gau;4kix;4kiz;4kj1;4kj3;4kj5;4kj7;4kj9;4kjb
P0AA16,1odd;1opc;2jpb
P0AA25,1f6m;1keb;1m7t;1skr;1sks;1skw;1sl0;1sl1;1sl2;1srx;1t7p;1t8e;1tho;1tk0;1tk5;1tk8;1tkd;1txx;1x9m;1x9s;1x9w;1xoa;1xob;1zcp;1zyq;1zzy;2ajq;2bto;2fch;2fd3;2h6x;2h6y;2h6z;2h70;2h71;2h72;2h73;2h74;2h75;2h76;2o8v;2tir;2trx;3dyr;4hu7;4hu9;4hua
P0AA27,1oaz;2eio;2eiq;2eir;3dxb
P0AA31,1je3
P0AA37,2i82
P0AA39,1v9k;1xpi
P0AA43,1ksk;1ksl;1ksv
P0AA86,1z5y;2b1k;2b1l;2g0f;3k8n
P0AA97,3c0u
P0AAA3,3qs3
P0AAB2,2fek
P0AAB4,2idb
P0AAC8,1r94;1r95;1s98
P0AAI3,1lv7
P0AAI5,1b3n;1kas;2gfv;2gfw;2gfx;2gfy;3g0y;3g11;3hnz;3ho2;3ho9;3i8p
P0AAI9,1mla;2g1h;2g2o;2g2y;2g2z
P0AAJ3,1kqf;1kqg
P0AAM1,4gd3
P0AAM3,2ot2
P0AAN1,2kc5
P0AAN5,2kvt
P0AAQ9,2okq
P0AAR3,2dxa
P0AAS7,1p9k
P0AAW9,4c48
P0AB20,1vbv
P0AB26,3l6i
P0AB44,2h7a
P0AB46,2lrm;2lrv
P0AB52,1jx7
P0AB64,3m92
P0AB65,2gv1
P0AB67,2bru
P0AB71,1b57;1dos;1gyn;1zen
P0AB74,1gvf
P0AB77,1fc4
P0AB80,1a3g;1i1k;1i1l;1i1m;1iyd;1iye
P0AB83,2abk
P0AB85,2o18
P0AB87,1dzu;1dzv;1dzw;1dzx;1dzy;1dzz;1e46;1e47;1e48;1e49;1e4a;1e4b;1e4c;1fua;2fua;3fua;4fua
P0AB89,2ptq;2ptr;2pts
P0AB91,1gg1;1kfl;1n8f;1qr7
P0AB98,1c17
P0ABA0,1b9u;1l2p;2khk
P0ABA4,1abv;2a7u
P0ABA6,1fs0;3oaa
P0ABB0,2a7u;3oaa
P0ABB4,3oaa
P0ABB8,3gwi
P0ABD3,1bcf;1bfr;2htn;2vxi;2y3q;3e1j;3e1l;3e1m;3e1n;3e1o;3e1p;3e1q;3e2c;3ghq
P0ABD5,2f9y
P0ABD8,1a6x;1bdo;2bdo;3bdo;4hr7
P0ABE2,2dhm
P0ABE7,1apc;1lm3;1m6t;1qpu;1qq3;256b;2bc5;2qla;3c62;3c63;3de8;3de9;3foo;3fop;3hni;3hnj;3hnk;3hnl;3iq5;3iq6;3l1m;3m15;3m4b;3m4c;3m79;3nmi;3nmj;3nmk;3tol;3tom;3u8p;4ea3;4eiy;4iaq;4iar;4ib4;4je9;4jea;4jeb;4jkv;4l6r;4n6h;4nc3;4ntj;4o9r;4or2;4pxz;4py0
P0ABF4,3i6p;3mpw;3mpy
P0ABF6,1af2;1aln;1ctt;1ctu
P0ABH7,1nxe;1nxg;1owb;1owc;4g6b;4jad;4jae;4jaf;4jag
P0ABH9,1k6k;1ksf;1lzw;1mbu;1mbv;1mbx;1mg9;1r6b;1r6c;1r6o;1r6q
P0ABI8,1fft
P0ABJ1,1cyw;1cyx;1fft
P0ABJ3,1fft
P0ABK9,1gu6;2rdz;2rf7;3l1t;3tor
P0ABL1,2ozy;2p0b
P0ABN1,2kdc;3ze3;3ze4;3ze5
P0ABP8,1a69;1ecp;1k9s;1otx;1oty;1ou4;1oum;1ov6;1ovg;3onv;3ooe;3ooh;3opv;3ut6
P0ABP9,1pk7;1pk9;1pke;1pr0;1pr1;1pr2;1pr4;1pr5;1pr6;1pw7
P0ABQ0,1u7u;1u7w;1u7z;1u80
P0ABQ4,1ddr;1dds;1dhi;1dhj;1dra;1drb;1dre;1drh;1dyh;1dyi;1dyj;1jol;1jom;1ra1;1ra2;1ra3;1ra8;1ra9;1rb2;1rb3;1rc4;1rd7;1re7;1rf7;1rg7;1rh3;1rx1;1rx2;1rx3;1rx4;1rx5;1rx6;1rx7;1rx8;1rx9;1tdr;2ano;2anq;2d0k;2drc;2inq;3dau;3drc;3k74;3kfy;3och;3ql3;3qyl;3qyo;3r33;4dfr;4eig;4eiz;4ej1;4fhb;4gh8;4i13;4i1n;4kjj;4kjk;4kjl;4nx6;4nx7;5dfr;6dfr;7dfr
P0ABR1,1ghh
P0ABS1,1tjl
P0ABS5,1dd9;1dde;1eqn;1t3w;2haj;3b39
P0ABS8,1du2;2ae9;2axd;2xy8
P0ABT2,1dps;1f30;1f33;1jre;1jts;1l8h;1l8i;2w9r;3o2h
P0ABU0,3t88;3t89;4els;4elw;4elx;4i42
P0ABU5,1oy1;1vhq
P0ABV2,2pfu
P0ABW7,4hji
P0ABY7,2avu
P0ABZ6,1m5y;2pv3
P0AC02,2yhc;3q5m;3tgo
P0AC13,1aj0;1aj2;1ajz
P0AC17,2o90
P0AC19,1b9l
P0AC25,3kcu;3kcv
P0AC38,1jsw
P0AC41,1nek;1nen;2acz;2wdq;2wdr;2wdv;2wp9;2ws3;2wu2;2wu5
P0AC44,1nek;1nen;2acz;2wdq;2wdr;2wdv;2wp9;2ws3;2wu2;2wu5
P0AC47,1kf6;1kfy;1l0v;2b76;3cir;3p4p;3p4q;3p4r;3p4s
P0AC55,1gnk;2gnk;2ns1;2nuu
P0AC59,1g7o
P0AC62,1fov;3grx
P0AC65,1h75
P0AC69,1yka;2wci
P0AC81,1f9z;1fa5;1fa6;1fa7;1fa8
P0AC88,1db3
P0ACA1,3r2q
P0ACB0,1b79;1jwe
P0ACB2,1b4e;1i8j;1l6s;1l6y
P0ACC1,1t43;2b3t
P0ACC7,1fwy;1fxj;1hv9;2oi5;2oi6;2oi7;3twd;4aa7
P0ACD4,2kqk;2l4x
P0ACD6,3lvl
P0ACD8,3uqy;3usc;3use;4gd3
P0ACE3,1jw2
P0ACE7,3n1s;3n1t
P0ACF0,1mul;2o97
P0ACF4,2o97
P0ACF8,1hnr;1hns;1lr1;1ni8
P0ACG1,2lrx
P0ACG8,1dm9;3bbu
P0ACH5,1bl0;1xs9
P0ACI0,1d5y
P0ACI3,4fe4;4fe7
P0ACI6,2cg4
P0ACJ0,2gqq;2l4a
P0ACJ8,1cgp;1g6n;1hw5;1i5z;1i6x;1j59;1lb2;1o3q;1o3r;1o3s;1o3t;1run;1ruo;1zrc;1zrd;1zre;1zrf;2cgp;2gzw;3fwe;3hif;3iyd;3kcc;3n4m;3qop;3rdi;3rou;3rpq;3ryp;3ryr;4bh9;4bhp;4ft8;4hzf;4i01;4i02;4i09;4i0a;4i0b
P0ACK0,2wc2
P0ACN4,1tf1
P0ACN7,2lcv
P0ACP1,1uxc;1uxd;2iks
P0ACP7,1bdh;1bdi;1dbq;1jfs;1jft;1jh9;1jhz;1pnr;1pru;1prv;1qp0;1qp4;1qp7;1qpz;1qqa;1qqb;1vpw;1wet;1zay;2pua;2pub;2puc;2pud;2pue;2puf;2pug
P0ACQ4,1i69;1i6a
P0ACS2,2zhg;2zhh
P0ACS5,1q08;1q09;1q0a
P0ACS9,2qop;3bcg
P0ACT4,1a6i;1bj0;1bjy;1bjz;1ork;1qpi;2fj1;2o7o;2tct;2trt;2vke;2vkv;2x6o;2x9d;2xb5;2xgc;2xgd;2xge;2xps;2xpt;2xpu;2xpv;2xpw;2xrl;3fk6;3fk7;3zqf;3zqg;3zqh;3zqi;4abz;4aux;4b1r;4b3a
P0ACU2,3loc;4jyk
P0ACX3,1wd6;2asy;2hiq
P0ACY1,3bm1;3bm2
P0ACZ4,3f6c
P0AD24,2jrx
P0AD49,1l4s;1n3g;1voq;1vos;1vov;1vox;1voz;3v2c;3v2e
P0AD59,1gpq;1xs0
P0AD61,1e0t;1e0u;1pky
P0AD64,1ong;1q2p;1rcj;1shv;1tdg;1tdl;1vm1;2a3u;2a49;2g2u;2g2w;2h0t;2h5s;2zd8;3c4o;3c4p;3d4f;3mke;3mkf;3mxr;3mxs;3n4i;3oph;3opl;3opp;3opr;3v50;3v5m;4fcf;4fd8;4fh2;4fh4;4gd6;4gd8;4gdb;4jpm
P0AD96,1z15;1z16;1z17;1z18;2liv
P0ADA1,1ivn;1j00;1jrl;1u8u;1v2g
P0ADE4,2ly3;4bza;4c00
P0ADE8,1nrk;1vly
P0ADF8,2lvw
P0ADG5,2qfl
P0ADI4,2fq1;3rg2
P0ADI7,1j2r
P0ADK6,1oyz
P0ADR6,4atn;4auk;4b17
P0ADU2,1r6y;1tuv
P0ADU5,1nnx
P0ADV1,2r19;2r1a
P0ADV9,3my2;4b54
P0ADX1,1ml8
P0ADX9,2fpo
P0ADY1,2kgj
P0ADY3,1p85;1p86;1vs6;1vs8;1vt2;2aw4;2awb;2gya;2gyc;2i2t;2i2v;2j28;2qam;2qao;2qba;2qbc;2qbe;2qbg;2qbi;2qbk;2qov;2qox;2qoz;2qp1;2rdo;2wwq;2z4l;2z4n;3bbx;3e1b;3e1d;3fik;3i1n;3i1p;3i1r;3i1t;3i20;3i22;3iy9;3izt;3izu;3izz;3j01;3j0t;3j0w;3j0y;3j11;3j12;3j14;3j19;3j37;3j4x;3j50;3j51;3j52;3j54;3j56;3j58;3j5a;3j5c;3j5e;3j5g;3j5i;3j5k;3j5l;3j5o;3j5u;3j5w;3kcr;3oas;3oat;3ofc;3ofd;3ofq;3ofr;3ofz;3og0;3orb;3r8s;3r8t;3sgf;3uos;4gar;4gau;4kix;4kiz;4kj1;4kj3;4kj5;4kj7;4kj9;4kjb
P0ADY5,3df4
P0ADY7,1p85;1p86;1vs6;1vs8;1vt2;2aw4;2awb;2gya;2gyc;2i2t;2i2v;2j28;2qam;2qao;2qba;2qbc;2qbe;2qbg;2qbi;2qbk;2qov;2qox;2qoz;2qp1;2rdo;2vhm;2vhn;2wwq;2z4l;2z4n;3bbx;3e1b;3e1d;3fik;3i1n;3i1p;3i1r;3i1t;3i20;3i22;3izt;3izu;3j01;3j0t;3j0w;3j0y;3j11;3j12;3j14;3j19;3j37;3j4x;3j50;3j51;3j52;3j54;3j56;3j58;3j5a;3j5c;3j5e;3j5g;3j5i;3j5k;3j5l;3j5o;3j5u;3j5w;3kcr;3oas;3oat;3ofc;3ofd;3ofq;3ofr;3ofz;3og0;3orb;3r8s;3r8t;3sgf;3uos;4gar;4gau;4kix;4kiz;4kj1;4kj3;4kj5;4kj7;4kj9;4kjb
P0ADY9,3df2
P0ADZ0,1p85;1p86;1vs6;1vs8;1vt2;2aw4;2awb;2gya;2gyc;2i2t;2i2v;2j28;2qam;2qao;2qba;2qbc;2qbe;2qbg;2qbi;2qbk;2qov;2qox;2qoz;2qp1;2rdo;2vrh;2wwq;2z4l;2z4n;3bbx;3e1b;3e1d;3fik;3i1n;3i1p;3i1r;3i1t;3i20;3i22;3iy9;3izt;3izu;3j01;3j0t;3j0w;3j0y;3j11;3j12;3j14;3j19;3j37;3j45;3j46;3j4x;3j50;3j51;3j52;3j54;3j56;3j58;3j5a;3j5c;3j5e;3j5g;3j5i;3j5k;3j5l;3j5o;3j5u;3j5w;3kcr;3oas;3oat;3ofc;3ofd;3ofq;3ofr;3ofz;3og0;3orb;3r8s;3r8t;3sgf;3uos;4gar;4gau;4kix;4kiz;4kj1;4kj3;4kj5;4kj7;4kj9;4kjb
P0ADZ1,3df2
P0ADZ4,1p6g;1p87;2avy;2aw7;2gy9;2gyb;2qal;2qan;2qb9;2qbb;2qbd;2qbf;2qbh;2qbj;2qow;2qp0;2vaz;2wwl;2z4k;2z4m;3df1;3df3;3e1a;3e1c;3fih;3i1m;3i1o;3i1q;3i1s;3i1z;3i21;3j00;3j18;3j36;3j4v;3j4w;3j4y;3j4z;3j53;3j55;3j57;3j59;3j5b;3j5d;3j5f;3j5h;3j5j;3j5n;3j5t;3j5x;3kc4;3oaq;3oar;3ofa;3ofb;3ofo;3ofp;3ofx;3ofy;3or9;3ora;3sfs;3uoq;4adv;4gaq;4gas;4gd1;4gd2;4kiy;4kj0;4kj2;4kj4;4kj6;4kj8;4kja;4kjc
P0ADZ5,4a2i
P0ADZ7,2rdd
P0AE06,2f1m
P0AE12,1t8r;1t8s;1t8w;1t8y
P0AE18,1c21;1c22;1c23;1c24;1c27;1mat;1xnz;1yvm;2bb7;2evc;2evm;2evo;2gg0;2gg2;2gg3;2gg5;2gg7;2gg8;2gg9;2ggb;2ggc;2gtx;2gu4;2gu5;2gu6;2gu7;2mat;2p98;2p99;2p9a;2q92;2q93;2q94;2q95;2q96;3d27;3mat;4mat
P0AE22,1n8n;1n9k;1rmq;1rmt;1rmy;2b82;2b8j;2g1a;2heg;2hf7;3cz4
P0AE48,1xhs
P0AE60,2bn8;2d35
P0AE63,1sg7
P0AE67,1a0o;1ab5;1ab6;1bdj;1c4w;1cey;1chn;1cye;1d4z;1djm;1e6k;1e6l;1e6m;1eay;1ehc;1f4v;1ffg;1ffs;1ffw;1fqw;1hey;1jbe;1kmi;1mih;1u8t;1udr;1vlz;1ymu;1ymv;1zdm;2b1j;2id7;2id9;2idm;2lp4;3chy;3f7n;3fft;3ffw;3ffx;3fgz;3myy;3olv;3olw;3olx;3oly;3oo0;3oo1;3rvj;3rvk;3rvl;3rvm;3rvn;3rvo;3rvp;3rvq;3rvr;3rvs;5chy;6chy
P0AE70,1ub4;3nfc
P0AE72,1mvf;1ub4
P0AE78,4hg0
P0AE82,4biu;4biv;4biw;4bix;4biy;4biz;4cb0
P0AE85,3itf;3qzc
P0AEB2,1hd8;1nj4;1nzo;1nzu;1sdn;1z6f;3beb;3bec;3mzd;3mze;3mzf
P0AEC3,1a0b;1bdj;1fr0;2a0b;2ksd
P0AEC6,3iqt
P0AEC8,1ojg;2w0n;3by8
P0AEE3,1sot;1soz;1te0;1vcw;2qf0;2qf3;2qgr;2r3u;2r3y;2rce;3b8j;3gcn;3gco;3gds;3gdu;3gdv;3lgi;3lgt;3lgu;3lgv;3lgw;3lgy;3lh1;3lh3
P0AEE5,1glg;2fvy;2fw0;2gbp;2hph;2ipl;2ipm;2ipn;2qw1
P0AEE8,2g1p;2ore;4gbe;4gol;4gom;4gon;4goo
P0AEG4,1a23;1a24;1a2j;1a2l;1a2m;1ac1;1acv;1bq7;1dsb;1fvj;1fvk;1ti1;1u3a;1un2;2b3s;2b6m;2hi7;2leg;2zup;3e9j
P0AEG6,1eej;1g0t;1jzd;1jzo;1tjd
P0AEH1,2zpl;2zpm;3id1;3id2;3id3;3id4
P0AEJ2,3hwo
P0AEJ4,1bxd;1joy;3zcc;3zrv;3zrw;3zrx;4cti;4kp4
P0AEJ5,2lfr;2lfs
P0AEJ6,3abo;3abq;3abr;3abs;3any;3ao0
P0AEJ8,2z9h
P0AEJ9,2hd3
P0AEK0,4fzx;4fzy;4fzz
P0AEK2,1i01;1q7b;1q7c
P0AEK4,1c14;1d8a;1dfg;1dfh;1dfi;1i2z;1i30;1lx6;1lxc;1mfp;1qg6;1qsg;2fhs;3pjd;3pje;3pjf;4jqc;4jx8
P0AEK7,1kqf;1kqg
P0AEL3,2lx9
P0AEL6,2m6k;2m6l;3tlk
P0AEM0,2m2a;4dt4
P0AEN1,1qfj
P0AEN8,2wcv
P0AEP3,2e3d
P0AEP7,2pan
P0AEQ3,1ggg;1wdn
P0AER0,1fx8;1lda;1ldf;1ldi
P0AES0,2io7;2io8;2io9;2ioa;2iob;3a2y;3a2z;3a30;3o98
P0AES2,1ec7;1ec8;1ec9;1ecq;1jct;1jdf;3pwg;3pwi;4gyp
P0AES4,1ab4;1x75;1zi0;3nuh
P0AES5,2y3p;4ely
P0AES6,1aj6;1ei1;1kzn;3nuh;4duh;4hyp;4kfg
P0AES9,1bg8;1dj8
P0AET2,2xuv
P0AET8,1ahh;1ahi;1fmc
P0AEU0,1hsl
P0AEU7,1sg2;1u2m
P0AEV1,3eod
P0AEV9,2e85;2i8l
P0AEX9,1a7l;1anf;1dmb;1ez9;1ezo;1ezp;1fqa;1fqb;1fqc;1fqd;1iud;1jvx;1jvy;1jw4;1jw5;1lax;1lls;1mdp;1mdq;1mg1;1mh3;1mh4;1mpb;1mpc;1mpd;1n3w;1n3x;1nl5;1nmu;1omp;1peb;1r6z;1svx;1t0k;1y4c;1ytv;1ziu;1zjl;1zkb;1zmg;2d21;2h25;2klf;2obg;2ok2;2r6g;2vgq;2zxt;3a3c;3c4m;3csb;3dm0;3ehs;3ehu;3f5f;3g7v;3g7w;3h3g;3h4z;3hpi;3hst;3io4;3io6;3ior;3iot;3iou;3iov;3iow;3kjt;3l2j;3lbs;3lc8;3mbp;3mp1;3mp6;3mp8;3mq9;3n94;3o3u;3oai;3osq;3osr;3pgf;3puv;3puw;3pux;3puy;3puz;3pv0;3py7;3q25;3q26;3q27;3q28;3q29;3rlf;3rum;3ser;3ses;3set;3seu;3sev;3sew;3sex;3sey;3vfj;3w15;3wai;4b3n;4bl8;4bl9;4bla;4blb;4bld;4dxb;4dxc;4edq;4egc;4exk;4fe8;4feb;4fec;4fed;4giz;4gli;4ifp;4ikm;4irl;4jbz;4keg;4khz;4ki0;4kv3;4kyc;4kyd;4kye;4mbp;4ndz
P0AEY0,2v93;3csg;3eht;3vd8;4my2
P0AEY3,3cra;3crc
P0AEY5,2b3d
P0AEY7,2amj
P0AEZ1,1b5t;1zp3;1zp4;1zpt;1zrq;2fmn;2fmo;3fst;3fsu
P0AEZ3,3q9l;3r9i;3r9j
P0AEZ7,1e0g
P0AEZ9,1mkz;1r2k
P0AF03,1di6;1di7
P0AF12,1jys;1nc1;1nc3;1y6q;1y6r;1z5n;1z5o;1z5p;3o4v
P0AF14,3df9
P0AF18,1ymy;1yrr;2p50;2p53
P0AF24,2c4n
P0AF28,1a04;1je8;1rnl;1zg1;1zg5
P0AF36,2jee
P0AF50,2fki
P0AF61,2llz
P0AF93,1qu9
P0AFA2,3ezh;3ezi
P0AFB1,1xnf
P0AFB5,1r62
P0AFC0,2o1c;2o5w
P0AFF6,1u9l;1wcl;1wcn;2jzb;2kwp
P0AFG0,2jvv;2k06;2kvq
P0AFG3,2jgd
P0AFG6,1bal;1bbl;1c4t;1e2o;1pmr;1scz;1w4h;2btg;2bth;2wxc
P0AFG7,2cyu
P0AFG8,1l8a;1rp7;2g25;2g28;2g67;2iea;2qta;2qtc
P0AFG9,3lpl;3lq2;3lq4
P0AFI0,2q27;2q28;2q29
P0AFI2,1zvt;1zvu;4mn4
P0AFI7,1dnl;1g76;1g77;1g78;1g79;1jnw;1wv4
P0AFJ5,1b00;1gxp;1gxq;1qqi;1zes;2iyn;2jb9;2jba;2z33;3t72
P0AFK9,1pot;1poy
P0AFL3,1clh;1j2a;1v9t;1vai
P0AFL6,1u6z
P0AFL8,2flo
P0AFM2,1r9l;1r9q
P0AFP6,1nmo;1nmp
P0AFQ6,3v4d
P0AFQ7,1yix
P0AFR4,1k7j;1kk9
P0AFU8,1hze;1i18;1i8d;1pkv
P0AFV4,2k1g
P0AFW0,2oug
P0AFW2,3v22;3v24
P0AFW4,3bmb
P0AFW8,1sg5
P0AFX0,2rql;3v26;3v28
P0AFX4,2p7v
P0AFX7,1or7;3m4w
P0AFX8,1yfn
P0AFX9,2p4b;2v42;2v43;3m4w
P0AFY8,1iu3;1j3e;1lrr;1xrx;3fmt
P0AFZ3,1yfn
P0AFZ4,1ox8;1ox9
P0AG01,3b8o
P0AG11,1ay9;1i4v;1umu
P0AG16,1ecb;1ecc;1ecf;1ecg;1ecj
P0AG18,1d7a;1qcz;2ate;2nsh;2nsj;2nsl
P0AG30,1a62;1a63;1a8v;1pv4;1pvo;1xpo;1xpr;1xpu;2a8v;2ht1;3ice
