MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1201692	Human Fsh	Unknown	1997	G03GA05; G03GA06	G03GA05 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Gonadotropins And Other Ovulation Stimulants:Gonadotropins]; G03GA06 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Gonadotropins And Other Ovulation Stimulants:Gonadotropins]		Follicle stimulating hormone receptor agonist	It's FSH, for the stimulation of ovarian follicular growth		CHEMBL2024	Follicle stimulating hormone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=4e07acff-27c2-4f5a-9d12-c9598496e9a0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4e07acff-27c2-4f5a-9d12-c9598496e9a0|Name:DailyMed, SrcID:setid=6d0af958-e1bc-26ab-b600-b77459688db4#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6d0af958-e1bc-26ab-b600-b77459688db4#nlm34090-1|Name:PubMed, SrcID:18606720, URL:http://europepmc.org/abstract/MED/18606720	
CHEMBL1201752	Ixabepilone	Small molecule	2007	L01DC04	L01DC04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Cytotoxic Antibiotics And Related Substances:Other cytotoxic antibiotics]		Tubulin inhibitor	Stabilises microtubule assembly		CHEMBL2095182	Tubulin	INHIBITOR	Homo sapiens	PROTEIN COMPLEX GROUP	Beta tubulin paclitaxel binding site	Binds to beta tubulin	Name:DailyMed, SrcID:setid=e7992f6b-279b-46a7-b9c3-fea4e17718dc#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e7992f6b-279b-46a7-b9c3-fea4e17718dc#nlm34090-1|Name:PubMed, SrcID:22113255, URL:http://europepmc.org/abstract/MED/22113255	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C
CHEMBL1201756	Asenapine	Small molecule	2009	N05AH05	N05AH05 [Nervous System:Psycholeptics:Antipsychotics:Diazepines, oxazepines, thiazepines and oxepines]	-pin(e)	Dopamine D2 receptor antagonist			CHEMBL217	Dopamine D2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=17209c32-56eb-4f84-954d-aed7b7a1b18d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=17209c32-56eb-4f84-954d-aed7b7a1b18d	CN1C[C@@H]2[C@@H](C1)c3cc(Cl)ccc3Oc4ccccc24
CHEMBL1201766	Fospropofol	Small molecule	2008			fos-	Unknown										Name:FDA, SrcID:label/2011/022090s005lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022090s005lbl.pdf	CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O
CHEMBL1201786	Lapyrium	Small molecule	1982			-ium	Unknown										Name:PubMed, SrcID:6745010, URL:http://europepmc.org/abstract/MED/6745010	CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
CHEMBL1201798	Sevelamer	Small molecule	2007			-mer	Unknown										Name:FDA, SrcID:label/2011/022318s003,022127s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022318s003,022127s008lbl.pdf	NCC=C.ClCC1CO1
CHEMBL1201830	Rilonacept	Protein	2008	L04AC04	L04AC04 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Interleukin inhibitors]	-cept	Interleukin-1 beta inhibitor			CHEMBL1909490	Interleukin-1 beta	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=282f4099-e848-432a-bac1-e041c192a5ba, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=282f4099-e848-432a-bac1-e041c192a5ba|Name:PubMed, SrcID:20140476, URL:http://europepmc.org/abstract/MED/20140476	
CHEMBL1201835	Ustekinumab	Antibody	2009	L04AC05	L04AC05 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Interleukin inhibitors]	-mab	Interleukin-23 inhibitor			CHEMBL2364154	Interleukin-23	INHIBITOR	Homo sapiens	PROTEIN COMPLEX	Interleukin-23 beta subunit	Beta subunit is binding site	Name:DailyMed, SrcID:setid=c77a9664-e3bb-4023-b400-127aa53bca2b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c77a9664-e3bb-4023-b400-127aa53bca2b	
CHEMBL1229517	Vemurafenib	Small molecule	2011	L01XE15	L01XE15 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Serine/threonine-protein kinase B-raf inhibitor	Indicated for mutated form - V600E		CHEMBL5145	Serine/threonine-protein kinase B-raf	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/202429s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202429s000lbl.pdf	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c4ccc(Cl)cc4)c1F
CHEMBL1237044	Tramadol	Small molecule	1995	N02AX52; N02AX02	N02AX52 [Nervous System:Analgesics:Opioids:Other opioids]; N02AX02 [Nervous System:Analgesics:Opioids:Other opioids]	-adol	Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=2347726f-7755-7026-426c-6f7741776179#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2347726f-7755-7026-426c-6f7741776179#nlm34090-1	COc1cccc(c1)C2(O)CCCCC2CN(C)C
CHEMBL1237120	Clindamycin Palmitate	Small molecule	1986	D10AF51	D10AF51 [Dermatologicals:Anti-Acne Preparations:Anti-Acne Preparations For Topical Use:Antiinfectives for treatment of acne]	-mycin	Bacterial 70S ribosome inhibitor			CHEMBL2363135	Bacterial 70S ribosome	INHIBITOR	Bacteria	PROTEIN NUCLEIC-ACID COMPLEX	23S ribosomal RNA	23S RRNA	Name:DailyMed, SrcID:setid=b225ab20-bc7c-43af-ae93-0f07d5948e1c#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b225ab20-bc7c-43af-ae93-0f07d5948e1c#nlm34090-1|Name:PubMed, SrcID:12860123, URL:http://europepmc.org/abstract/MED/12860123	CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O[C@@H]1SC)C(NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl
CHEMBL1237122	Carboprost	Small molecule	1979	G02AD04	G02AD04 [Genito Urinary System And Sex Hormones:Other Gynecologicals:Uterotonics:Prostaglandins]	-prost	Prostanoid FP receptor agonist			CHEMBL1987	Prostanoid FP receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:KEGG, SrcID:D00682, URL:http://www.kegg.jp/dbget-bin/www_bget?dr:D00682|Name:PubMed, SrcID:2225598, URL:http://europepmc.org/abstract/MED/2225598	CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)O
CHEMBL1628227	Doxepin	Small molecule	1969	N06AA12	N06AA12 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-pin(e)	Norepinephrine transporter inhibitor	reuptake inhibitor		CHEMBL222	Norepinephrine transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=912d8d23-1c69-fc0e-1d2d-49dafd3c3746#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=912d8d23-1c69-fc0e-1d2d-49dafd3c3746#nlm34090-1	CN(C)CCC=C1c2ccccc2COc3ccccc13
CHEMBL1628502	Gabapentin Enacarbil	Small molecule	2011	N03AX12	N03AX12 [Nervous System:Antiepileptics:Antiepileptics:Other antiepileptics]	-gab-	Voltage-gated calcium channel modulator			CHEMBL2363032	Voltage-gated calcium channel	MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Calcium channel alpha-2/delta-1 subunit	alpha2delta-1 is binding site: 23836974, 23642658	Name:DailyMed, SrcID:setid=05506250-1641-4b64-ac0c-69f96c46a773#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=05506250-1641-4b64-ac0c-69f96c46a773#nlm34090-1|Name:PubMed, SrcID:18299583, URL:http://europepmc.org/abstract/MED/18299583	CC(C)C(=O)OC(C)OC(=O)NCC1(CC(=O)O)CCCCC1
CHEMBL1873475	Ibrutinib	Small molecule	2013			-tinib	Tyrosine-protein kinase BTK inhibitor	Irreversible inhibitor		CHEMBL5251	Tyrosine-protein kinase BTK	INHIBITOR	Homo sapiens	SINGLE PROTEIN	Tyrosine-protein kinase BTK, Pkinase_Tyr domain	Binds to a cysteine residue in the BTK active site	Name:FDA, SrcID:label/2013/205552lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/205552lbl.pdf	Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4
CHEMBL1946170	Regorafenib	Small molecule	2012	L01XE21	L01XE21 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Fibroblast growth factor receptor 1 inhibitor			CHEMBL3650	Fibroblast growth factor receptor 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:REGORAFENIB, URL:http://chembl.blogspot.co.uk/search?q=REGORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
CHEMBL1946170	Regorafenib	Small molecule	2012	L01XE21	L01XE21 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Platelet-derived growth factor receptor inhibitor			CHEMBL2095189	Platelet-derived growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN COMPLEX			Name:Expert, SrcID:REGORAFENIB, URL:http://chembl.blogspot.co.uk/search?q=REGORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
CHEMBL13	Metoprolol	Small molecule	1978	C07AB02; C07AB52	C07AB02 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]; C07AB52 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=31d8610a-ab22-49e5-a762-6b08244ee93a, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=31d8610a-ab22-49e5-a762-6b08244ee93a|Name:DailyMed, SrcID:setid=f3817543-544a-4afa-ac7c-c1b48c1307c2, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f3817543-544a-4afa-ac7c-c1b48c1307c2	COCCc1ccc(OCC(O)CNC(C)C)cc1
CHEMBL421	Sulfasalazine	Small molecule	1950	A07EC01	A07EC01 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Aminosalicylic acid and similar agents]	-sal-; sulfa-	Cyclooxygenase inhibitor			CHEMBL2094253	Cyclooxygenase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:12463455, URL:http://europepmc.org/abstract/MED/12463455|Name:PubMed, SrcID:12950415, URL:http://europepmc.org/abstract/MED/12950415|Name:PubMed, SrcID:14742690, URL:http://europepmc.org/abstract/MED/14742690|Name:PubMed, SrcID:16855178, URL:http://europepmc.org/abstract/MED/16855178	OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3
CHEMBL423	Betaxolol	Small molecule	1985	S01ED02; C07AB05; S01ED52	S01ED02 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Beta blocking agents1)]; C07AB05 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]; S01ED52 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Beta blocking agents1)]	-olol	Beta-1 adrenergic receptor antagonist		Selective	CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f3b50bbb-df03-4ed7-9d8d-180edc2abd54, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f3b50bbb-df03-4ed7-9d8d-180edc2abd54	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
CHEMBL429	Labetalol	Small molecule	1984	C07AG01	C07AG01 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Alpha and beta blocking agents]	-alol	Adrenergic receptor antagonist			CHEMBL2331074	Adrenergic receptor	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=d8e0af49-8c2a-4ada-804f-17ce2abad15b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d8e0af49-8c2a-4ada-804f-17ce2abad15b	CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N
CHEMBL32	Moxifloxacin	Small molecule	1999	J01MA14; S01AE07	J01MA14 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Quinolone Antibacterials:Fluoroquinolones]; S01AE07 [Sensory Organs:Ophthalmologicals:Antiinfectives:Fluoroquinolones]	-oxacin	Topoisomerase IV inhibitor		Broad spectrum	CHEMBL2363076	Topoisomerase IV	INHIBITOR	Bacteria	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=56b4f979-bf20-4908-9d7c-5536221d77f8, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=56b4f979-bf20-4908-9d7c-5536221d77f8	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL430	Gemifloxacin	Small molecule	2003	J01MA15	J01MA15 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Quinolone Antibacterials:Fluoroquinolones]	-oxacin	Topoisomerase IV inhibitor			CHEMBL2363033	Topoisomerase IV	INHIBITOR	Streptococcus pneumoniae	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=54c4b48b-cad7-4889-808f-f741352a2c97, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=54c4b48b-cad7-4889-808f-f741352a2c97	CO\N=C\1/CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4
CHEMBL434	Isoproterenol	Small molecule	1956	R03CB51; C01CA02; R03CB01; R03AB02	R03CB51 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics For Systemic Use:Non-selective beta-adrenoreceptor agonists]; C01CA02 [Cardiovascular System:Cardiac Therapy:Cardiac Stimulants Excl. Cardiac Glycosides:Adrenergic and dopaminergic agents]; R03CB01 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics For Systemic Use:Non-selective beta-adrenoreceptor agonists]; R03AB02 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics, Inhalants:Non-selective beta-adrenoreceptor agonists]		Adrenergic receptor beta agonist			CHEMBL2094118	Adrenergic receptor beta	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=c4288d64-4f76-44f8-d097-4bd3955f5676#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c4288d64-4f76-44f8-d097-4bd3955f5676#nlm34090-1	CC(C)NCC(O)c1ccc(O)c(O)c1
CHEMBL443	Sulfamethoxazole	Small molecule	1973	J01EC01	J01EC01 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Sulfonamides And Trimethoprim:Intermediate-acting sulfonamides]	sulfa-	Bacterial dihydropteroate synthase inhibitor		Broad spectrum	CHEMBL2364668	Bacterial dihydropteroate synthase	INHIBITOR	Bacteria	SINGLE PROTEIN			Name:PubMed, SrcID:7486915, URL:http://europepmc.org/abstract/MED/7486915	Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1
CHEMBL445	Nortriptyline	Small molecule	1964	N06AA10	N06AA10 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-triptyline	Serotonin transporter inhibitor			CHEMBL228	Serotonin transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=64e8907b-a0c7-4d7a-a8a7-cbfacab24a4a#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=64e8907b-a0c7-4d7a-a8a7-cbfacab24a4a#nlm34090-1	CNCCC=C1c2ccccc2CCc3ccccc13
CHEMBL456	Ethacrynic Acid	Small molecule	1967	C03CC01	C03CC01 [Cardiovascular System:Diuretics:High-Ceiling Diuretics:Aryloxyacetic acid derivatives]		Sodium-(potassium)-chloride cotransporter 2 inhibitor			CHEMBL1874	Sodium-(potassium)-chloride cotransporter 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1056/NEJMra0907219, URL:http://www.nejm.org/doi/full/10.1056/NEJMra0907219	CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
CHEMBL55	Pentamidine	Small molecule	1984	P01CX01	P01CX01 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Leishmaniasis And Trypanosomiasis:Other agents against leishmaniasis and trypanosomiasis]	-(ur)amidine	DNA inhibitor			CHEMBL2366046	DNA	INHIBITOR	Pneumocystis jirovecii	NUCLEIC-ACID		Binds minor groove of DNA	Name:DailyMed, SrcID:setid=e2ad9d3c-b6c3-4f70-87e0-722a8ff94ccb#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e2ad9d3c-b6c3-4f70-87e0-722a8ff94ccb#nlm34090-1|Name:PubMed, SrcID:23375541, URL:http://europepmc.org/abstract/MED/23375541	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1
CHEMBL55	Pentamidine	Small molecule	1984	P01CX01	P01CX01 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Leishmaniasis And Trypanosomiasis:Other agents against leishmaniasis and trypanosomiasis]	-(ur)amidine	Kinetoplast DNA inhibitor	Binds DNA, concentrated in kinetoplast		CHEMBL2366047	Kinetoplast DNA	INHIBITOR	Trypanosoma brucei	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=e2ad9d3c-b6c3-4f70-87e0-722a8ff94ccb#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e2ad9d3c-b6c3-4f70-87e0-722a8ff94ccb#nlm34090-1|Name:PubMed, SrcID:23375541, URL:http://europepmc.org/abstract/MED/23375541	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1
CHEMBL57	Nevirapine	Small molecule	1996	J05AG01	J05AG01 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Non-nucleoside reverse transcriptase inhibitors]	-pin(e); -vir-	Human immunodeficiency virus type 1 reverse transcriptase inhibitor			CHEMBL247	Human immunodeficiency virus type 1 reverse transcriptase	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=8dfe86aa-ea5d-48d2-94a8-1a5506055d70, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8dfe86aa-ea5d-48d2-94a8-1a5506055d70	Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12
CHEMBL465	Dronabinol	Small molecule	1985	A04AD10	A04AD10 [Alimentary Tract And Metabolism:Antiemetics And Antinauseants:Antiemetics And Antinauseants:Other antiemetics]	-nab-	Cannabinoid CB1 receptor agonist			CHEMBL218	Cannabinoid CB1 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=68b4168b-5782-4e68-a25a-5b4e4408dbce#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68b4168b-5782-4e68-a25a-5b4e4408dbce#nlm34090-1|Name:PubMed, SrcID:16570099, URL:http://europepmc.org/abstract/MED/16570099	CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1
CHEMBL468	Thalidomide	Small molecule	1998	L04AX02	L04AX02 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Other immunosuppressants]	-domide	Unknown	Mode of action not fully understood; it seems to reduce TNF-alpha synthesis									Name:DailyMed, SrcID:setid=2eda833b-1357-4ed4-a093-194524fcb061#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2eda833b-1357-4ed4-a093-194524fcb061#section-15|Name:PubMed, SrcID:15197211, URL:http://europepmc.org/abstract/MED/15197211|Name:PubMed, SrcID:17369076, URL:http://europepmc.org/abstract/MED/17369076|Name:PubMed, SrcID:8496685, URL:http://europepmc.org/abstract/MED/8496685	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
CHEMBL71	Chlorpromazine	Small molecule	1957	N05AA01	N05AA01 [Nervous System:Psycholeptics:Antipsychotics:Phenothiazines with aliphatic side-chain]		D2-like dopamine receptor antagonist			CHEMBL2331075	D2-like dopamine receptor	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:0443059748, URL:http://www.isbnsearch.org/isbn/0443059748|Name:PubMed, SrcID:17015232, URL:http://europepmc.org/abstract/MED/17015232	CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13
CHEMBL80	Naloxone	Small molecule	1971	V03AB15	V03AB15 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Antidotes]		Opioid receptors; mu/kappa/delta antagonist			CHEMBL2095181	Opioid receptors; mu/kappa/delta	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=76f7eee1-d524-43a4-a868-ffa9f29638a6#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=76f7eee1-d524-43a4-a868-ffa9f29638a6#nlm34090-1|Name:PubMed, SrcID:19435929, URL:http://europepmc.org/abstract/MED/19435929	Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
CHEMBL494	Iloprost	Small molecule	2004	B01AC11	B01AC11 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Platelet aggregation inhibitors excl. heparin]	-prost	Prostanoid IP receptor agonist			CHEMBL1995	Prostanoid IP receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d3bebc1c-f032-402a-bbc9-aff024276ed1#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d3bebc1c-f032-402a-bbc9-aff024276ed1#nlm34090-1|Name:ISBN, SrcID:0443-059748 PP. 216, URL:http://www.isbnsearch.org/isbn/0443059748	CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12
CHEMBL85	Risperidone	Small molecule	1993	N05AX08	N05AX08 [Nervous System:Psycholeptics:Antipsychotics:Other antipsychotics]	-peridone	Serotonin 2c (5-HT2c) receptor antagonist			CHEMBL225	Serotonin 2c (5-HT2c) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b45ceaaa-1236-493a-98c1-43df2f4a08f5#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b45ceaaa-1236-493a-98c1-43df2f4a08f5#nlm34090-1	CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1
CHEMBL900	Orphenadrine	Small molecule	1957	M03BC51; N04AB02; M03BC01	M03BC51 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Ethers, chemically close to antihistamines]; N04AB02 [Nervous System:Anti-Parkinson Drugs:Anticholinergic Agents:Ethers chemically close to antihistamines]; M03BC01 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Ethers, chemically close to antihistamines]		Norepinephrine transporter inhibitor			CHEMBL222	Norepinephrine transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10344632, URL:http://europepmc.org/abstract/MED/10344632|Name:PubMed, SrcID:19217209, URL:http://europepmc.org/abstract/MED/19217209	CN(C)CCOC(c1ccccc1)c2ccccc2C
CHEMBL914	Fexofenadine	Small molecule	1996	R06AX26	R06AX26 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Other antihistamines for systemic use]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ac0c0247-3b20-445a-84c0-cb7f3939c823, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ac0c0247-3b20-445a-84c0-cb7f3939c823	CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CHEMBL923	Risedronic Acid	Small molecule	1998	M05BA07	M05BA07 [Musculo-Skeletal System:Drugs For Treatment Of Bone Diseases:Drugs Affecting Bone Structure And Mineralization:Bisphosphonates]		Farnesyl diphosphate synthase inhibitor	Binds to the bone matrix (hydroxyapatite), and when the bone starts to be reabsorbed the compound is released and taken up by osteoclasts, inhibiting protein prenylation of the GTPases involved in the formation of the ruffled border		CHEMBL1782	Farnesyl diphosphate synthase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=4423d70a-b120-4653-bcf3-0c5ea8b97b0e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4423d70a-b120-4653-bcf3-0c5ea8b97b0e|Name:PubMed, SrcID:11160603, URL:http://europepmc.org/abstract/MED/11160603|Name:PubMed, SrcID:15028820, URL:http://europepmc.org/abstract/MED/15028820|Name:PubMed, SrcID:16006204, URL:http://europepmc.org/abstract/MED/16006204|Name:PubMed, SrcID:16835450, URL:http://europepmc.org/abstract/MED/16835450	OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O
